Numestdo;Ciclo;Estado;Varianza;Rango;SMA grueso;Promedio del espectro;SMA fino
0;9.607-11.036;Comun;2,6684965874913676e-06;0,013722775646357637;1,8506180948191555;2,281168115113011e-10;0,10325660506363614
0;11.036-13.036;Comun;3,304935832503206e-06;0,01643144953348992;2,6112478127397947;2,9338416679723307e-10;0,12258993635948996
0;13.036-14.664;Comun;2,5225050987472936e-06;0,01602058258614495;1,9387750212872772;2,317607885412904e-10;0,12271037641467865
0;14.664-16.393;Comun;2,7049775256087097e-06;0,019406836625057523;2,102523961253875;2,3869871680124614e-10;0,12231560539320778
0;16.393-17.893;Comun;3,0495082691050516e-06;0,017446435063137776;2,03821419409641;2,796283875080232e-10;0,11096003353278787
0;17.893-19.593;Comun;2,955282851172041e-06;0,01508315265307152;2,2285039066172594;2,703104337623965e-10;0,12184659344101237
0;19.593-19.964;Comun;7,691295027045054e-06;0,016110092151311012;0,9340157378120466;7,279246267989888e-10;0,12152512346193989
1;0.364-3.25;Sibilancia;5,235561817181357e-05;0,05074420052829427;11,6051526452893;1,9535833272562505e-09;0,30394375539406765
1;6.636-11.179;Sibilancia;2,7252838836879003e-05;0,04764541444356146;14,007709529418213;1,2239927395099267e-09;0,2442474714166677
1;11.179-14.25;Sibilancia;1,7721372090698366e-05;0,04088212088589795;10,581559820935176;1,579079498396606e-09;0,25887953473774966
1;14.25-16.993;Sibilancia;1,9137090427066856e-05;0,04278953474676841;9,29436431597553;1,4828714958656578e-09;0,2859922695630243
0;3.25-6.636;Comun;3,1322972993242043e-05;0,0413899560093491;10,127269692023864;1,2128713454258922e-09;0,24022178607694122
0;16.993-19.979;Comun;1,2561185494518384e-05;0,03555933408624116;8,767252247075756;1,0971673078276672e-09;0,19982770068680433
0;0.0-1.8771;Comun;1,951817828954591e-05;0,05073849591549181;8,735935307905454;1,7714523407132094e-09;0,3715299503642181
0;1.8771-3.7543;Comun;2,176076985119685e-05;0,04772574821470671;9,25264229112374;2,0144343419796235e-09;0,4430754074082084
0;3.7543-6.1071;Comun;1,915659870874273e-05;0,04909723004256197;10,984298148225449;1,7312861910265495e-09;0,41177266622167896
0;6.1071-8.2502;Comun;2,0248731727257345e-05;0,04747259537498164;10,543100837951231;1,876031367488449e-09;0,41446784666511527
0;8.2502-12.618;Comun;2,3908602403463754e-05;0,059280541557541776;20,69925176043294;2,201550833494115e-09;0,4478174993756438
0;12.618-15.856;Comun;2,2537264325710867e-05;0,05189317694721239;13,869139309007547;2,0547887021077204e-09;0,4254793227108483
1;0.0-0.54469;Sibilancia;1,3576599039297604e-05;0,03750131800821394;2,406894418364878;1,3277639339941652e-09;0,3945798563803913
1;0.54469-2.9628;Sibilancia;2,2216554766862977e-05;0,055003201956137;13,40811507356629;2,019523462177897e-09;0,4930102052089738
1;2.9628-5.1085;Sibilancia;2,57049114278007e-05;0,04567895861570689;15,63355501221727;2,376332810221707e-09;0,49597176985490365
1;5.1085-7.2172;Sibilancia;2,088727016628085e-05;0,055482841890617904;13,53432431647605;1,884143995783062e-09;0,4640731309935454
1;7.2172-9.1442;Sibilancia;2,0414732990440247e-05;0,05333682054741666;11,421457090725298;1,7933167375162623e-09;0,503092143455217
1;9.1442-10.675;Sibilancia;2,1074738660509456e-05;0,04802345936179786;8,931430529509022;1,9465397599723473e-09;0,4740473394416087
1;10.675-12.371;Sibilancia;2,4660842963750738e-05;0,04699483592394038;12,031359423557285;2,256059202452203e-09;0,5134977132596787
1;12.371-14.381;Sibilancia;2,1076627992957183e-05;0,043919370885719206;10,081646413848906;1,9695843617878075e-09;0,41863319335395355
1;14.381-16.535;Sibilancia;1,5764061674868958e-05;0,04842067793633502;10,7976158182773;1,447076301048374e-09;0,5015885642542047
1;16.535-19.048;Sibilancia;2,135059803919848e-05;0,05273014971819055;15,960958059024087;1,9439464926674875e-09;0,5155704302840843
0;19.048-22.176;Comun;2,9436160877498407e-05;0,05712520423327589;19,137742118969097;2,6955080406027606e-09;0,5105652038614792
0;22.176-22.951;Comun;3,070612422999985e-05;0,046631998667689814;4,597901057569011;2,9438997815712382e-09;0,4775920623306717
0;22.951-24.664;Comun;2,336822703205067e-05;0,047487664790067094;7,277705720868822;2,151221705300041e-09;0,44959229468265277
0;24.664-25.584;Comun;2,8589647315211622e-05;0,05480970059055908;4,2145825835777195;2,6454756401800576e-09;0,5014107408518738
2;8.8287-10.396;Crepitancia;6,005742442595204e-06;0,02401476459259777;3,183591030011545;5,58491917490386e-10;0,20139384732946045
0;0.94188-2.8018;Comun;6,46155979052015e-06;0,02635844041936311;3,927256700453452;5,921529456660044e-10;0,2039907759687059
0;2.8018-4.6915;Comun;6,1995231412637505e-06;0,02599158489454386;3,462481250515062;5,745143479327293e-10;0,16721249447136055
0;4.6915-6.7065;Comun;5,378232375649761e-06;0,02463888394385487;3,5454160242760766;4,983640184639297e-10;0,15506630318614892
0;6.7065-8.8287;Comun;6,588131160391439e-06;0,028537935026499733;4,661977992274263;5,929368055294917e-10;0,16551274636513214
0;10.396-12.721;Comun;4,435408196157844e-06;0,024049291765880224;3,9284135113518572;4,0324279108397797e-10;0,1800152576320968
0;12.721-18.48;Comun;9,635644886739133e-06;0,03042018727667614;13,950599391312654;8,688048683454277e-10;0,21364510517946828
0;0.74635-2.6365;Comun;1,6558327496525395e-05;0,0400928230646614;6,23539108631178;1,5124076583060955e-09;0,260215791561468
0;2.6365-4.2164;Comun;1,829432067203375e-05;0,0382000632323618;5,292721985440819;1,6518688934497053e-09;0,2612495351233741
0;4.2164-6.4167;Comun;1,984091447996431e-05;0,04575027554392355;7,881481780288791;1,8306966105724041e-09;0,2724753571975346
0;6.4167-8.8302;Comun;1,342025171023697e-05;0,0394260099577594;7,617537952800933;1,238400282775496e-09;0,2569908166247635
0;8.8302-15.024;Comun;2,092265876817118e-05;0,044152648723365204;19,693966053675947;1,7880042061195814e-09;0,3817484426989481
0;0.0-1.0665;Comun;3,3905842175179876e-05;0,048593288838062826;6,51954152525434;2,972315704694459e-09;0,36584978876661
0;1.0665-2.5256;Comun;3,2018861473025495e-05;0,05845774127085847;9,450611693481513;2,9451639263924955e-09;0,4025813194223722
0;2.5256-4.7475;Comun;3,410184148771317e-05;0,051637213358717224;13,652810242485517;3,0920549762441965e-09;0,45782534286106136
0;4.7475-7.2102;Comun;3,100077696303373e-05;0,059404902766303815;15,232378203743055;2,876855938141897e-09;0,4072519447634696
0;7.2102-10.062;Comun;3,2189973721235146e-05;0,06126495610083911;14,927596594169007;2,972229214466841e-09;0,472050874221372
0;10.062-10.88;Comun;2,2242391716120496e-05;0,05025927900670507;3,678173782056995;1,9437080437483103e-09;0,3805217050115821
0;10.88-11.632;Comun;2,3060269592243345e-05;0,04809267014044186;3,4349913190634083;2,173948411682094e-09;0,3706237787076476
0;11.632-13.135;Comun;1,5657174223551208e-05;0,04716291643828875;4,993962408290328;1,4122994627382485e-09;0,32551212447012984
0;13.135-16.165;Comun;1,7306678944893592e-05;0,05513415685352981;11,177880888739601;1,6248810258378938e-09;0,4153130907410423
0;16.165-17.805;Comun;1,5240185072373008e-05;0,05004032156201029;7,1871318328944005;1,392641953449368e-09;0,3528071991726309
0;17.805-20.212;Comun;1,869808529772644e-05;0,05038974398940263;9,971165808389355;1,7240469362086657e-09;0,388868945572919
0;20.212-21.79;Comun;1,8752715058659575e-05;0,05693142307681577;6,074175687959054;1,7725117978270016e-09;0,36520937745847704
0;21.79-22.96;Comun;2,2802230494037735e-05;0,0428326805409837;5,570110602337098;2,0585329172501358e-09;0,39303296572353164
0;2.6828-5.7942;Comun;1,1306551826337453e-05;0,03718801157510226;10,091377372564105;1,044861955926918e-09;0,2797884064290595
0;5.7942-7.8379;Comun;2,1297957470467324e-05;0,037531670744917395;9,84237938760564;1,9428307846866765e-09;0,29166628943116374
0;7.8379-10.199;Comun;8,253591445680468e-06;0,040562721892224214;6,946518478212391;7,682914364379227e-10;0,24703927021926642
0;10.199-12.817;Comun;1,3081300786719115e-05;0,032357490271276004;9,899096968514016;1,1881160597364156e-09;0,26878477100172976
0;12.817-15.006;Comun;1,2838510497601732e-05;0,030645540739775226;8,706804318468803;1,1651366891508889e-09;0,2528303730955873
0;15.006-18.439;Comun;4,773699124236895e-06;0,0387088296367079;7,078750735716056;4,3457900285775796e-10;0,20937355461945129
0;18.439-19.633;Comun;5,010448735524733e-06;0,027452238582721583;2,5380704757047265;4,578197034928484e-10;0,21067198893492428
0;19.633-20.387;Comun;7,687026776869241e-06;0,027074286827003045;2,215943034795157;6,94646666880324e-10;0,21222899397558062
0;20.387-22.209;Comun;5,360975076566431e-06;0,03078252645033963;4,054492150295827;4,938947741448678e-10;0,22656071545327977
0;22.209-23.728;Comun;6,1380813274751925e-06;0,029263053299965834;4,15527717121808;5,502844722060651e-10;0,23741512058373326
0;0.036-2.279;Comun;0,0003206811333268073;0,1643800349538357;137,96845215090443;2,9241598362018178e-08;4,067983459978067
0;2.279-4.879;Comun;0,00027351318036009233;0,15490067397081306;144,62686165117168;2,525022000117892e-08;3,889327925166654
0;4.879-7.507;Comun;0,00020210524933833273;0,1411825258130484;122,7082863674625;1,849351483833473e-08;3,480190510354609
0;7.507-10.336;Comun;0,00024080863015855182;0,14474166553034304;144,39569979676807;2,2084174080460974e-08;3,9177606066257353
0;10.336-13.364;Comun;0,00019960449083308965;0,16347949633342543;143,11151684209418;1,8178096636346773e-08;3,6400136301980477
0;13.364-16.179;Comun;0,00021140680119984185;0,14771894010555767;130,91175966387715;1,940174214197798e-08;3,604925674702187
0;16.179-19.007;Comun;0,00012708906130800302;0,11858638667128744;98,95255003565624;1,1704562987497806e-08;2,6445470298019913
0;19.007-19.907;Comun;8,143135848597565e-05;0,11265718975226724;23,092519402437134;7,541343833764245e-09;1,6788627548976924
2;0.036-2.164;Crepitancia;5,004131685036369e-05;0,07216054471342423;10,875794285956344;4,517293917662127e-09;0,5151574419483232
2;2.164-4.621;Crepitancia;6,0348929127028e-05;0,09375111288569785;13,78517915717825;5,566595978121724e-09;0,46001501086785984
2;7.179-9.636;Crepitancia;5,814334539101305e-05;0,08545595655916462;14,063750776085614;5,134795086622689e-09;0,5634380083219682
2;9.636-12.007;Crepitancia;7,783045866089525e-05;0,07753065108156865;14,47787492265792;7,203942473869035e-09;0,5218403843488351
2;12.007-14.407;Crepitancia;9,725791624174882e-05;0,08589346143440821;17,596867333192378;8,717876162025294e-09;0,5148702876197682
2;14.407-16.793;Crepitancia;8,311616350647231e-05;0,08364202992802938;14,911189487743826;7,617956875982227e-09;0,475841925661577
2;16.793-19.207;Crepitancia;8,438862518835834e-05;0,08185640668856513;15,486845972415475;7,486706597861649e-09;0,5431159909142346
2;19.207-19.964;Crepitancia;0,00013333143172232823;0,08200520229588781;7,6827760282029836;1,2186845819349147e-08;0,5653841585098531
0;4.621-7.179;Comun;2,6604709418233242e-05;0,06868546990833749;10,317841457345768;2,354203558806684e-09;0,4812303535642072
1;0.064-2.079;Sibilancia;0,0001728469383435938;0,1510664623601558;12,278654162662995;1,3481854170784606e-08;0,7910308535315497
1;2.079-4.579;Sibilancia;0,00023854817444384977;0,130308563660838;19,646266103760592;2,0464445514823995e-08;0,8354053190429545
1;7.093-9.607;Sibilancia;0,00023299624765991245;0,140283578889068;20,179228139061813;2,1473752154092867e-08;0,8440168933830583
1;9.607-12.021;Sibilancia;0,00026928413595637025;0,13472723165241177;21,009624568455262;2,5023484073561626e-08;0,9216797871486203
1;12.021-14.336;Sibilancia;0,000332882256093157;0,14601336181829608;24,43885854521493;3,089283083798078e-08;0,8094329012127137
1;14.336-16.807;Sibilancia;0,0002124080797623953;0,14077886275076212;20,321334195463507;1,9530183193258173e-08;0,8435145845292316
1;16.807-19.121;Sibilancia;0,000235700731842925;0,14776519945338515;18,676055148480987;2,169083446339956e-08;0,844360670495718
0;4.579-7.093;Comun;0,00010520271786370148;0,1117048812851458;13,206666182148126;9,5280660981038e-09;0,6968238789953553
0;19.121-19.979;Comun;0,000489802844923147;0,1592629165974198;12,609099466345608;4,439144312874978e-08;0,8733631168821485
2;0.887-2.601;Crepitancia;0,0017723250476501804;0,3244944307253118;45,334874267692335;1,633461390731963e-07;2,035027073217222
2;2.601-5.327;Crepitancia;0,002679230005307696;0,6050309635818478;90,66450184398434;2,4154523998007597e-07;3,3987829888328736
2;5.327-7.923;Crepitancia;0,00309989524079645;0,5600798603890917;97,66796095592267;2,856211827853904e-07;2,904643145031321
2;7.923-10.53;Crepitancia;0,0030412849084218816;0,48114960630865933;98,96228896651833;2,7813408375618306e-07;3,641797788221484
2;10.53-13.196;Crepitancia;0,002434142084667954;0,4776287237796475;92,48366025480082;2,231514272390882e-07;3,1268687175554515
2;13.196-15.565;Crepitancia;0,0034172164650414774;0,515360570847914;93,42271767793227;3,0937174608554716e-07;3,301359951421164
2;15.565-18.054;Crepitancia;0,002380698766329259;0,4717219373333875;86,47047874912725;2,1944873177705323e-07;3,0735436570040364
0;18.054-19.101;Comun;0,0033542134778434957;0,4663644490372831;46,03692899514683;3,113139977737493e-07;2,943996040353295
3;2.601-5.327;Sibilancia y Crepitancia;0,0024542034724674235;0,4998946038047887;89,37908837452868;2,2183555850024828e-07;2,586510602371085
3;5.327-7.923;Sibilancia y Crepitancia;0,002552853881758097;0,5312366101357322;95,72129806153374;2,3394179153926085e-07;2,7842104946925814
3;7.923-10.53;Sibilancia y Crepitancia;0,003363098721817055;0,5358827402304065;107,18635281881825;3,029168947673944e-07;3,152303765392609
3;10.53-13.196;Sibilancia y Crepitancia;0,0024934080912792076;0,5026278540866713;97,26227213222751;2,2317541916522253e-07;2,967117342998607
3;13.196-15.565;Sibilancia y Crepitancia;0,0034766744252451263;0,5911919135821235;99,73462084782307;3,1946275485762675e-07;3,5726204458735307
3;15.565-18.054;Sibilancia y Crepitancia;0,0029701154225469824;0,5626892814356633;91,52678660433781;2,6924596298749586e-07;3,6163153281940446
3;18.054-19.101;Sibilancia y Crepitancia;0,0035412129837256207;0,5441218585002238;44,771426279777096;3,262452417622279e-07;3,1558909646777513
2;0.887-2.601;Crepitancia;0,0026977402341436143;0,48923601212331;57,289381170096384;2,461480822879506e-07;2,693836723994289
2;0.887-2.601;Crepitancia;0,0011050664506535137;0,304256243493043;40,23734131769569;9,939044979823554e-08;2,0351154178209754
2;2.601-5.327;Crepitancia;0,0012964935007707037;0,373860120319364;67,6426287958413;1,1886773502066102e-07;2,4149523662919226
2;5.327-7.923;Crepitancia;0,0014731537254274727;0,40961634928333923;66,13313939765479;1,3459971922756158e-07;2,527593540033428
2;7.923-10.53;Crepitancia;0,001251834896442633;0,3721816927656587;62,76705009650775;1,1596852032400092e-07;2,3240698571895013
2;10.53-13.196;Crepitancia;0,0010105023920077914;0,3169179495838099;60,5345877088529;9,343822538770638e-08;2,3733025791413103
2;13.196-15.565;Crepitancia;0,0016079650982716335;0,3805270269814286;64,15479476626192;1,4306912250583793e-07;2,184228923294922
2;15.565-18.054;Crepitancia;0,0011132284882029789;0,3135043036897298;54,91102788472877;1,0313488977973861e-07;2,0241594935322196
2;18.054-19.101;Crepitancia;0,00150785677089976;0,3544641593141141;26,761981220276244;1,3828342351816782e-07;2,307248391025105
2;2.601-5.327;Crepitancia;0,0011498677228450225;0,29815069763093954;69,65285807195158;1,0550877323959565e-07;2,1321859160323466
2;5.327-7.923;Crepitancia;0,0011169564564971369;0,4109899145534561;65,45830242834617;9,992058144460763e-08;2,1879929982153623
2;7.923-10.53;Crepitancia;0,0010735254308329324;0,3240711041453193;65,15103044813057;9,898929244506423e-08;2,229927906233108
2;10.53-13.196;Crepitancia;0,0012000039979390095;0,37214368090152916;68,07630592783978;1,1026090935343612e-07;2,1874034922451155
2;13.196-15.565;Crepitancia;0,0012403551273194888;0,32933643235032245;62,3783827459321;1,1453000121184474e-07;1,983798206533571
2;15.565-18.054;Crepitancia;0,001854309548417418;0,41457685072549033;75,3074889252798;1,6878160389373146e-07;2,1523068733233193
2;18.054-19.101;Crepitancia;0,002369666706819799;0,4347402656968499;35,6319384455279;2,2054693570707534e-07;2,524673204285253
0;0.887-2.601;Comun;0,0007515594436833516;0,20554204345588067;37,68567319553141;6,806615512870454e-08;1,4335729199295795
0;0.887-2.601;Comun;0,012469101463392805;1,1234812366986786;189,3624475888574;1,1573370679311726e-06;8,751995879313062
0;2.601-5.327;Comun;0,00618062471457689;0,9705368100788047;175,91778347520687;5,646374990934154e-07;8,820886072576556
0;5.327-7.923;Comun;0,018619733011061856;1,1305832571122245;340,64277474665244;1,6948485125051656e-06;9,140995550290121
0;7.923-10.53;Comun;0,013178943120705514;1,0472563153320786;260,01027165304544;1,1830107121313022e-06;8,605640705729897
0;10.53-13.196;Comun;0,015195512439589571;1,1250524173815153;303,33385065233387;1,3579071840722915e-06;9,032629690408614
0;13.196-15.565;Comun;0,019625389130103116;1,125461320270834;338,28704840960137;1,821922319577463e-06;9,648875237280205
0;15.565-18.054;Comun;0,009993477741702495;1,1085907313816632;197,0756445483549;9,31489237701975e-07;8,992101340604242
0;18.054-19.101;Comun;0,020458777095206663;1,2264282985993282;139,16594322778266;1,917456953192596e-06;9,474291516499385
3;5.327-7.923;Sibilancia y Crepitancia;0,010184169436421685;0,9635051157113605;255,51166580678657;9,330864058799001e-07;8,337623408619637
3;13.196-15.565;Sibilancia y Crepitancia;0,008003905002246965;0,797649021680382;214,3112320268891;7,314370090588965e-07;6,622320024165486
3;18.054-19.101;Sibilancia y Crepitancia;0,013773939137842885;0,9681259581549067;128,87370618555292;1,2735137879148802e-06;7,755482183949586
2;2.601-5.327;Crepitancia;0,006239742158415414;1,0370950277853348;181,11562514410093;5,59282209055486e-07;6,649724033372297
2;10.53-13.196;Crepitancia;0,008653944591007913;1,1636292830277613;231,0027175224459;7,963822466660763e-07;7,600659655794805
2;15.565-18.054;Crepitancia;0,009042364951721268;1,012949030461379;208,24327967522046;8,283542274555483e-07;7,599824769788575
0;0.887-2.601;Comun;0,006163077773690863;0,9570887597028461;121,52894082736245;5,580973202658004e-07;6,706392649335176
0;7.923-10.53;Comun;0,008144222929480976;0,8341255159754725;223,72221749544627;7,420121442306966e-07;7,83735313912214
2;7.923-10.53;Crepitancia;0,0004781553848015604;0,19781517069557392;85,60476179017657;4,3530428222106515e-08;2,5869610844964837
2;18.054-19.101;Crepitancia;0,0005716599781706846;0,21306284634947342;32,473399412963424;5,280966236723174e-08;2,0225381767367914
0;0.887-2.601;Comun;0,00044413159778639445;0,20182158018545354;45,0791992429284;4,0452987430618975e-08;2,359216179056242
0;2.601-5.327;Comun;0,0003913801370866526;0,2206150114127442;72,69893636041206;3,5098784913945856e-08;2,3657157961676343
0;5.327-7.923;Comun;0,0004666882487764765;0,19997205547079527;94,02137305216827;4,28503590984722e-08;2,4701604546670177
0;10.53-13.196;Comun;0,00045417391283720566;0,1989318213945125;79,91949529365505;4,155891142486541e-08;2,496625133901156
0;13.196-15.565;Comun;0,0005489030423360507;0,22727613001679361;81,91104294302487;4,969922685829143e-08;2,6918596509917845
0;15.565-18.054;Comun;0,0006257585561381107;0,26332902034456607;80,54537388651376;5,744594346793052e-08;2,636712072473831
3;5.827-8.339;Sibilancia y Crepitancia;0,0018508575739586278;0,4248941894155448;75,27317187365558;1,6660717233098325e-07;2,7087794344913325
1;10.923-13.292;Sibilancia;0,001789226789327199;0,3771758143769288;69,57093714449606;1,6023528910696345e-07;2,507640428648841
2;1.018-3.411;Crepitancia;0,0026887809856182905;0,467256169709996;85,37375280804169;2,4365952619096927e-07;2,9169186331305723
2;3.411-5.827;Crepitancia;0,0024553101764941006;0,4957466190849662;81,6162919939152;2,2601355929974293e-07;2,8976303582943324
2;8.339-10.923;Crepitancia;0,001918891769052045;0,43112798269646624;76,53164966981822;1,7603345587846296e-07;2,7789048164928096
2;13.292-16.018;Crepitancia;0,0021118124950649238;0,38792358832270496;85,40412930854414;1,919149340489822e-07;2,5502027709139234
2;16.018-18.482;Crepitancia;0,002423090108847884;0,45011569545194724;82,03882384870629;2,2332164431092247e-07;3,227202942245659
2;18.482-19.542;Crepitancia;0,0032083817115054784;0,39949729190174965;46,555197603111345;2,9136175868847077e-07;2,8622292852540965
2;1.018-3.411;Crepitancia;0,0023505905987127023;0,4491318017635103;78,38482369819963;2,153448994412908e-07;2,776438952833872
2;3.411-5.827;Crepitancia;0,002614879807516576;0,45900831296701905;85,85935834581437;2,4244608419660756e-07;3,043184000821149
2;5.827-8.339;Crepitancia;0,0019028702299132008;0,4772408623715827;72,18156597819876;1,6674613618681539e-07;2,681055356425581
2;8.339-10.923;Crepitancia;0,00233942336094493;0,4699392966276626;84,88971029625418;2,079433271143652e-07;2,8342063617829125
2;10.923-13.292;Crepitancia;0,0022947716448071193;0,5738979944837385;74,18379016743637;2,0704382244712574e-07;2,8070309690505213
2;13.292-16.018;Crepitancia;0,00238639753070491;0,49348740712934175;88,22147176472068;2,1622313586686909e-07;3,0126818522795316
2;16.018-18.482;Crepitancia;0,002367017608280468;0,4832028165786;82,58157749139994;2,1435616620492052e-07;2,9226069450735115
2;18.482-19.542;Crepitancia;0,00247616436318086;0,4862861494404733;33,95090331154852;2,3648955157375154e-07;2,8385370418451963
2;1.018-3.411;Crepitancia;0,0008465387592037611;0,2613970623783658;49,37020947762318;7,60762486633422e-08;1,6604684152713578
2;3.411-5.827;Crepitancia;0,0009625632133114802;0,28451997280941477;51,51466934643301;8,760941348365666e-08;1,7670546050380684
2;5.827-8.339;Crepitancia;0,0007100587974928962;0,2885265899624381;46,502163168922266;6,43794616384804e-08;1,7332039514331556
2;8.339-10.923;Crepitancia;0,00079081659705969;0,2864657510159003;53,1539238917972;7,222528243238502e-08;1,818657417404789
2;10.923-13.292;Crepitancia;0,0007341097870030657;0,2664542688959939;46,20997723486858;6,65954054677958e-08;1,8680168434626403
2;13.292-16.018;Crepitancia;0,0009178748008730869;0,30025988135957493;55,2265985062968;8,413726954433997e-08;1,8548170284176198
2;16.018-18.482;Crepitancia;0,0009590128816895478;0,29171530718022465;55,62813439269205;8,86374635459995e-08;1,9558858628741387
2;18.482-19.542;Crepitancia;0,0014061191117225981;0,2967407826223718;26,561004348940738;1,31504171362232e-07;1,6725448513613435
2;1.018-3.411;Crepitancia;0,0009994012644685538;0,3355362842406855;58,1071475835761;9,10463114596966e-08;1,8151225531783455
2;3.411-5.827;Crepitancia;0,001004014394872551;0,2703507583868184;60,31043181369107;9,159543075008749e-08;2,1687506992300234
2;5.827-8.339;Crepitancia;0,001183439720043961;0,3379866246056532;64,10221887740843;1,0694598440750719e-07;2,1867205228313438
2;8.339-10.923;Crepitancia;0,0011088914486121083;0,32456920439713727;72,16185199411821;1,0070134749215581e-07;2,195067991950579
2;10.923-13.292;Crepitancia;0,001235080915847058;0,3139809661199643;61,539212345015216;1,140188781353096e-07;2,112891107176352
2;13.292-16.018;Crepitancia;0,0011613271094387048;0,3754929564295709;69,76927919150417;1,075324343454735e-07;2,1297905459705575
2;16.018-18.482;Crepitancia;0,0010526081542476641;0,28235730948570104;60,46217127523982;9,535549158772827e-08;1,836164334948719
2;18.482-19.542;Crepitancia;0,0024402305024980287;0,33382129619513706;37,30450489831003;2,2595837716071765e-07;2,059623772969921
2;1.018-3.411;Crepitancia;0,0022746173123437768;0,47363507712340214;89,78287056258132;2,0785870951456665e-07;3,199017390841882
2;5.827-8.339;Crepitancia;0,002331219380125289;0,5228443678612007;96,57620745511417;2,1534522356459634e-07;3,382624343027903
2;13.292-16.018;Crepitancia;0,0034273925464013474;0,5170235257881854;124,04100649768543;3,2095774841178985e-07;3,677082469476265
0;3.411-5.827;Comun;0,002348796830828687;0,523604193485611;95,25016254383621;2,1151957792912662e-07;3,5165470313028035
0;8.339-10.923;Comun;0,0020765544616880476;0,5046592396293609;83,91952655916762;1,8997180695232493e-07;3,7435252246101816
0;10.923-13.292;Comun;0,0024629743123964773;0,5165851687911901;90,70668393305012;2,2767413630977657e-07;3,375591029566492
